Cabang,Usia_Ulasan,Tanggal_Scrape,Teks_Ulasan,Teks_Bersih,Tanggal_Ulasan,Label_Prediksi
Gacoan Margo,4 bulan lalu,2026-04-17,"Tempatnya bagus pelayanannya cepat, kasirnya ramah bintang 5 👌 …",tempatnya bagus pelayanannya cepat kasirnya ramah bintang 5,2025-12-17,Positif
Gacoan Margo,2 bulan lalu,2026-04-17,"Untuk looks nya berkurang karena yang tadinya dine in memakai piring,sekarang pakai kerdus untuk take away bahkan lebih kecil.jd mengurangi daya tarik .itu menurut pendapat saya pribadi.",untuk looks nya berkurang karena yang tadinya dine in memakai piringsekarang pakai kerdus untuk take away bahkan lebih keciljd mengurangi daya tarik itu menurut pendapat saya pribadi,2026-02-17,Negatif
Gacoan Margo,5 bulan lalu,2026-04-17,"Tempatnya nyaman, makanan enak pelayanan mantap",tempatnya nyaman makanan enak pelayanan mantap,2025-11-17,Positif
Gacoan Margo,7 bulan lalu,2026-04-17,Enak dan konsisten sama seperti sebelumnya. Cocok kalau laper soalnya murah hahahahahaha,enak dan konsisten sama seperti sebelumnya cocok kalau lapar soalnya murah hahahahahaha,2025-09-17,Positif
Gacoan Margo,5 bulan lalu,2026-04-17,"enak banget mienya, apalagi udang isi keju paling enak",enak sekali mienya apalagi udang isi keju paling enak,2025-11-17,Positif
Gacoan Margo,setahun lalu,2026-04-17,"Pangsit goreng nya melempem dingin,pas di makan ada bagian yg masih mentah, cek foto …",pangsit goreng nya melempem dinginpas di makan ada bagian yang masih mentah cek foto,2025-04-17,Negatif
Gacoan Margo,5 bulan lalu,2026-04-17,"Pelayanan nya cepat, makanan dan minumannya sesuai🫰🏻🩷 …",pelayanan nya cepat makanan dan minumannya sesuai,2025-11-17,Positif
Gacoan Margo,4 bulan lalu,2026-04-17,"gacoannya enakkk, karena hari ini ditraktir temen kampus. KAKAKNYA RAMAAHH!!! TERIMA KASIHH GACOAN MARGONDAA",gacoannya enakkk karena hari ini ditraktir teman kampus kakaknya ramaahh terima kasihh gacoan margondaa,2025-12-17,Positif
Gacoan Margo,2 bulan lalu,2026-04-17,Favorit udang keju nya ❤️,favorit udang keju nya,2026-02-17,Positif
Gacoan Margo,Diedit setahun lalu,2026-04-17,"Harga affordable, ngantri lama-able (Personal experience: dateng jam setengah 9, makan jam 10) …",harga affordable ngantri lamaable personal experience datang jam setengah 9 makan jam 10,2025-04-17,Negatif
Gacoan Margo,3 bulan lalu,2026-04-17,"Dari segi makanan, tempat dan suasana standard gacoan lah ya. Dsri segi pelayanan yg ada notenya.  Terakhir kali k sana pas ambil orderan minuman dan aneka dimsum, masa dikasih tempat dimsum kosong 1 pc. Saat ambil saya nggak bawa struk …",dari segi makanan tempat dan suasana standard gacoan lah ya dsri segi pelayanan yang ada notenya terakhir kali sana pas ambil orderan minuman dan aneka dimsum masa dikasih tempat dimsum kosong 1 pc saat ambil saya tidak bawa struk,2026-01-17,Negatif
Gacoan Margo,5 bulan lalu,2026-04-17,"tolong pasang plang ""Dilarang Merokok"" karena jujur mengganggu kenyamanan, soalnya itu udara kotor..",tolong pasang plang dilarang merokok karena jujur mengganggu kenyamanan soalnya itu udara kotor,2025-11-17,Negatif
Gacoan Margo,setahun lalu,2026-04-17,"Makanannya selalu pas dimulut, tapi makan kali ini agak kecewa dikarenakan udang kejunya kopong (biasanya ada keju didalamnya), pelayanan seperti biasa agak ngantri di kasir, but overall mie gacoan tetap oke ! …",makanannya selalu pas dimulut tapi makan kali ini agak kecewa dikarenakan udang kejunya kopong biasanya ada keju didalamnya pelayanan seperti biasa agak ngantri di kasir but overall mie gacoan tetap oke,2025-04-17,Negatif
Gacoan Margo,setahun lalu,2026-04-17,"tempatnya bagus enak nyaman juga, rasa mie nya lumayan kayak gacoan pada umumnya, letak tempat nya strategis dipinggir jalan raya, cocok banget buat kumpul2 kalo lagi ada acara hehehehe , udah sering banget makan disiniii dan take away",tempatnya bagus enak nyaman juga rasa mie nya lumayan mirip gacoan pada umumnya letak tempat nya strategis dipinggir jalan raya cocok sekali buat kumpul2 kalau lagi ada acara hehehehe sudah sering sekali makan disiniii dan take away,2025-04-17,Positif
Gacoan Margo,5 bulan lalu,2026-04-17,mie nya basi gaenak udh minta ganti rasa nya tetep aja,mie nya basi tidak enak sudah minta ganti rasa nya tetap saja,2025-11-17,Negatif
Gacoan Margo,7 bulan lalu,2026-04-17,Alhamdulillah jam.makan siang..makanan cukup oenak lumaya.harga bersahabat..murah memasyarakat..hanyanparkir mobil hanya..cukup 3 mobil..selebih nya..parkiran motor..lebih banyak.,alhamdulillah jammakan siangmakanan cukup oenak lumayaharga bersahabatmurah memasyarakathanyanparkir mobil hanyacukup 3 mobilselebih nyaparkiran motorlebih banyak,2025-09-17,Negatif
Gacoan Margo,3 tahun lalu,2026-04-17,"rasa mie, dimsum, dan minumannya enak! harganya sangat murah. makan ber 4 hanya menghabiskan 150ribu sudah super kenyang!. pegawainya ramah dan baik. minusnya hanya antrean panjang hingga 2 jam baru bisa pesan 🥲 …",rasa mie dimsum dan minumannya enak harganya sangat murah makan ber 4 hanya menghabiskan 150ribu sudah super kenyang pegawainya ramah dan baik minusnya hanya antrean panjang hingga 2 jam baru bisa pesan,2023-04-17,Positif
Gacoan Margo,4 bulan lalu,2026-04-17,makanannya enak pelayanannya cepet mantep,makanannya enak pelayanannya cepat mantap,2025-12-17,Positif
Gacoan Margo,setahun lalu,2026-04-17,"makanannya enak as always. mienya, dimsum2nya, bahkan minumannya juga enak dan porsinya besar buat harga yg terjangkau kesini bbrpa kali, pelayanan baik tapi pernah sekali pesanannya lama banget …",makanannya enak as always mienya dimsum2nya bahkan minumannya juga enak dan porsinya besar buat harga yang terjangkau kesini bbrpa kali pelayanan baik tapi pernah sekali pesanannya lama sekali,2025-04-17,Negatif
Gacoan Margo,4 tahun lalu,2026-04-17,Pertama pesan yg cab depok via shopee food jam 9 pagi dan br sampai drumah hampir jam stgh 11. Antri nya luar biasa dan ga bisa custom padahal cuma bilang jangan dicampur bubuk tabur. Alasannya karena biar pengerjaannya lebih cepat. …,pertama pesan yang cab depok via shopee food jam 9 pagi dan br sampai di rumah hampir jam setengah 11 antri nya luar biasa dan tidak bisa custom padahal cuma bilang jangan dicampur bubuk tabur alasannya karena biar pengerjaannya lebih cepat,2022-04-17,Negatif
Gacoan Margo,2 bulan lalu,2026-04-17,"Baru pertama kali makan di situ,saya bayar 108rb total makan 58 RB harus nya kembali 50 RB tapi GK di kembaliin di struk nya di tulis duit nya pas 58k haduh.kecewa parah sih sama gacoan",baru pertama kali makan di situsaya bayar 108rb total makan 58 ribu harus nya kembali 50 ribu tapi tidak di kembaliin di struk nya di tulis duit nya pas 58k haduhkecewa parah sih sama gacoan,2026-02-17,Negatif
Gacoan Margo,8 bulan lalu,2026-04-17,makannya enak bgt dan pelayanan nya jg ramah,makannya enak sangat dan pelayanan nya juga ramah,2025-08-17,Positif
Gacoan Margo,5 bulan lalu,2026-04-17,"Pelayanannya ramah bangett, makanannya cepat dan hangat",pelayanannya ramah sangat makanannya cepat dan hangat,2025-11-17,Positif
Gacoan Margo,5 bulan lalu,2026-04-17,tempatnya nyaman!! pelayanannya juga baik bangett!! pokonya best!! jangan sungkan dehh ke gacoan margonda!!,tempatnya nyaman pelayanannya juga baik sangat pokoknya best jangan sungkan dehh ke gacoan margonda,2025-11-17,Positif
Gacoan Margo,setahun lalu,2026-04-17,"Pas kesana antrinya tidak lama, Pelayanannya ramah sekali, kami bertanya langsung diarahkan dgn ramah & jelas. …",pas kesana antrinya tidak lama pelayanannya ramah sekali kami bertanya langsung diarahkan dengan ramah jelas,2025-04-17,Positif
Gacoan Margo,2 tahun lalu,2026-04-17,"selama ini penasaran karena tiap kali lewat selalu ramai setiap cabang nya  karena lagi hujan deras, dan saya sedang berada di dekat cabang yang satu ini, …",selama ini penasaran karena tiap kali lewat selalu ramai setiap cabang nya karena lagi hujan deras dan saya sedang berada di dekat cabang yang satu ini,2024-04-17,Negatif
Gacoan Margo,4 bulan lalu,2026-04-17,"Semuanya udh okeh bnget, tapi kurang suka sama playanan bagian penyebutan take away mlm ini, saya pesan makan di tempat sama take away kan, trus saya selesai makan mau ambil take away saya tanya ke bagian penyebutan katanya blm ada jawaban …",semuanya sudah oke sangat tapi kurang suka sama playanan bagian penyebutan take away malam ini saya pesan makan di tempat sama take away kan terus saya selesai makan mau ambil take away saya tanya ke bagian penyebutan katanya belum ada jawaban,2025-12-17,Negatif
Gacoan Margo,2 tahun lalu,2026-04-17,"Niat hati mau makan ditempat,tapi ternyata antrinya poll😭😭😭 akhirnya dibawa pulang 👌 Rasa mi gacoan menurut lidah aku B aja tidak terlalu suka, anak aku yg suka …",niat hati mau makan ditempattapi ternyata antrinya poll akhirnya dibawa pulang rasa mi gacoan menurut lidah saya saja tidak terlalu suka anak saya yang suka,2024-04-17,Negatif
Gacoan Margo,3 tahun lalu,2026-04-17,"Pas dateng antri tapi gk terlalu panjang mungkin lrna ufah agak malam jam 9-an, pelayanan ramah & super cepat krna pelayannya jg banyak & gercep. Mie iblis level 4 sih paforit rasa pedas manis. Porsinya cukup kecil jadi memang …",pas datang antri tapi tidak terlalu panjang mungkin lrna ufah agak malam jam 9an pelayanan ramah super cepat karena pelayannya juga banyak gercep mie iblis level 4 sih paforit rasa pedas manis porsinya cukup kecil jadi memang,2023-04-17,Positif
Gacoan Margo,8 bulan lalu,2026-04-17,"pesen udang keju malah dikasih somay!!! mbanya udh konfirmasi ulang dan saya pastikan lagi klo yg disebutkan itu sesuai, mba nya ngomongnya udang keju. Minimal tanggungjawab lah, saya juga bekerja sebagai kasir tapi gapernah mengecewakan customernya demi nilai perusahaan",pesan udang keju malah dikasih somay mbanya sudah konfirmasi ulang dan saya pastikan lagi kalau yang disebutkan itu sesuai mba nya ngomongnya udang keju minimal tanggungjawab lah saya juga bekerja sebagai kasir tapi tidak pernah mengecewakan customernya demi nilai perusahaan,2025-08-17,Negatif
Gacoan Margo,10 bulan lalu,2026-04-17,"Seperti biasa, mie gacoan selalu menjadi andalan saya buat urusan mie dengan rasa pedas & enak.",seperti biasa mie gacoan selalu menjadi andalan saya buat urusan mie dengan rasa pedas enak,2025-06-17,Positif
Gacoan Margo,Diedit 5 bulan lalu,2026-04-17,"Mie dan udang keju selalu jadi favourite. Nyobain green thai teanya menurutku gak terlalu manis,dan aku sukaaa...❤️ Untuk harga terjangkau yaa... Tempatnya cukup nyaman walau cukup ramai.",mie dan udang keju selalu jadi favourite coba green thai teanya menurutku tidak terlalu manisdan saya sukaaa untuk harga terjangkau yaa tempatnya cukup nyaman walau cukup ramai,2025-11-17,Positif
Gacoan Margo,2 bulan lalu,2026-04-17,"tukang parkir nya ngeselin tolong di evaluasi lagi, kebetulan saya lagi ga pegang cash dan saya mau bayar lwt qr atau transfer gabisa ktanya dan dia malah ngmng dengan nada kenceng muka judess akhirnya saya kasih roko dan itu pun masih ngedumell",tukang parkir nya ngeselin tolong di evaluasi lagi kebetulan saya lagi tidak pegang cash dan saya mau bayar lewat qr atau transfer tidak bisa ktanya dan dia malah berbicara dengan nada kencang muka judess akhirnya saya kasih roko dan itu pun masih ngedumell,2026-02-17,Negatif
Gacoan Margo,6 bulan lalu,2026-04-17,"Pelayanan ramah, makanan juga enak",pelayanan ramah makanan juga enak,2025-10-17,Positif
Gacoan Margo,2 bulan lalu,2026-04-17,"Sistem pelayanan saat ini buruk dan lama, balikin aja sistem yg dulu memudahkan customer, segala scan2 barcode segala kalo yg paham otak di pake bos.",sistem pelayanan saat ini buruk dan lama balikin saja sistem yang dulu memudahkan customer segala scan2 barcode segala kalau yang paham otak di pakai bos,2026-02-17,Negatif
Gacoan Margo,sebulan lalu,2026-04-17,"Selalu enak, dan bikin balik lagi. Kasir dan karyawan nya jg ramah, baik dan help full🙏 …",selalu enak dan bikin balik lagi kasir dan karyawan nya juga ramah baik dan help full,2026-03-17,Positif
Gacoan Margo,3 tahun lalu,2026-04-17,"Menu yg lagi hits dan favorit nih di Bandung, eh gak taunya ada juga di Depok, langsung saja merapat seketika hehe.. . …",menu yang lagi hits dan favorit nih di bandung eh tidak tahunya ada juga di depok langsung saja merapat seketika hehe,2023-04-17,Positif
Gacoan Margo,2 tahun lalu,2026-04-17,"Di mulai dari ngantri 1 jam, trus nunggu makanan 1 jam, kok bisa gtu yaaa ? Mana jarak dateng mie nya sama bunyi alat untk ambil airnya lama bngt 20 menitan dan ternyata alatnya ga bunyi ¿¿ ya ampunnn padahal haus bngt nungguinnya 🫠 trus …",di mulai dari ngantri 1 jam terus nunggu makanan 1 jam kok bisa begitu yaaa mana jarak datang mie nya sama bunyi alat untuk ambil airnya lama sangat 20 menitan dan ternyata alatnya tidak bunyi ya ampunnn padahal haus sangat nungguinnya terus,2024-04-17,Negatif
Gacoan Margo,6 bulan lalu,2026-04-17,"Enakk, sistemnya oke dan pelayanan nya juga mantap",enakk sistemnya oke dan pelayanan nya juga mantap,2025-10-17,Positif
Gacoan Margo,3 tahun lalu,2026-04-17,"For the first time Dine in di gacoan, biasanya sllu pesen di shopeefood krn klo dine in sllu antri tp cabang Depok ga antri dong!! So Happy! Tempatnya luas, makanan cpt dtng kecuali mie nya agak lama. …",for the first time dine in di gacoan biasanya selalu pesan di shopeefood karena kalau dine in selalu antri tapi cabang depok tidak antri dong so happy tempatnya luas makanan cepat datang kecuali mie nya agak lama,2023-04-17,Negatif
Gacoan Margo,Diedit setahun lalu,2026-04-17,"Seperti resto Mie Gacoan yg lain, tempat ini selalu ramai dgn pengunjung di jam2 makan. Walaupun tempatnya agak sedikit panas, tetapi ttp worth it utk tempat ngumpul sama teman2 & keluarga. …",seperti resto mie gacoan yang lain tempat ini selalu ramai dengan pengunjung di jam2 makan walaupun tempatnya agak sedikit panas tetapi tetap worth it untuk tempat ngumpul sama teman2 keluarga,2025-04-17,Positif
Gacoan Margo,5 bulan lalu,2026-04-17,"suka tida konsisten, apanya? yaitu pengambilan minum dan aneka dimsum, karena ga biasanya suka telat, ini baru pertama kali, yang dateng mie duluan, ketimbang aneka dimsum dan lama bgt alarm pengambilanya bunyi, saran dari saya lebih di tingkatkan lagi dalam proses pelayanan, karena pelayanan itu no 1",suka tidak konsisten apanya yaitu pengambilan minum dan aneka dimsum karena tidak biasanya suka telat ini baru pertama kali yang datang mie duluan ketimbang aneka dimsum dan lama sangat alarm pengambilanya bunyi saran dari saya lebih di tingkatkan lagi dalam proses pelayanan karena pelayanan itu no 1,2025-11-17,Negatif
Gacoan Margo,3 tahun lalu,2026-04-17,"Tempat parkir luas, uang parkir nya 3k Yang pastinya masih ngantri panjang buat pesan makanan, entah itu ""Dine In atau Take Away"" …",tempat parkir luas uang parkir nya 3k yang pastinya masih ngantri panjang buat pesan makanan entah itu dine in atau take away,2023-04-17,Positif
Gacoan Margo,2 tahun lalu,2026-04-17,Pas di mulut harga merakyat..  Memasak adalah semua tentang manusia. Makanan mungkin satu-satunya hal universal …,pas di mulut harga merakyat memasak adalah semua tentang manusia makanan mungkin satusatunya hal universal,2024-04-17,Positif
Gacoan Margo,3 tahun lalu,2026-04-17,Untuk antriannya ramai sekali tapi ada satpam yang ngatur in dan juga karyawan yang bantu catat pesenan. menunya standar ala mie gacoan cuman entah rasanya di sini untuk dimsum rambutannya kerasa lebih asin dari biasanya untuk menu mie …,untuk antriannya ramai sekali tapi ada satpam yang ngatur in dan juga karyawan yang bantu catat pesenan menunya standar ala mie gacoan hanya entah rasanya di sini untuk dimsum rambutannya kerasa lebih asin dari biasanya untuk menu mie,2023-04-17,Negatif
Gacoan Margo,3 bulan lalu,2026-04-17,"udah 2x pesan makan langsung di gacoan Margonda, sambal mienya sll kyk basi tercium bau asem, beda sama cabang gacoan ditempat lain, selebihnya enak ,, tolong diperbaiki kedepannya ..",sudah 2x pesan makan langsung di gacoan margonda sambal mienya sll mirip  basi tercium bau asem beda sama cabang gacoan ditempat lain selebihnya enak tolong diperbaiki kedepannya,2026-01-17,Negatif
Gacoan Margo,3 tahun lalu,2026-04-17,"Antri dari jam 3 sore sampe jam 7 malem (masih posisi antri), tiba2 satpol dateng nge-check2 apa tau dah kaga jelas. Padahal lantai atas ditutup, cuma dine-in lantai bawah, dan gk padet ruang dine-innya. PAS DIKIT LAGI MASUK UNTUK ORDER …",antri dari jam 3 sore sampai jam 7 malam masih posisi antri tiba2 satpol datang ngecheck2 apa tahu sudah kaga jelas padahal lantai atas ditutup cuma dinein lantai bawah dan tidak padet ruang dineinnya pas sedikit lagi masuk untuk order,2023-04-17,Negatif
Gacoan Margo,sebulan lalu,2026-04-17,Makanannya enak Pelayanannya ramah dan cepat Opsi kalo udah laper banget tinggal hap,makanannya enak pelayanannya ramah dan cepat opsi kalau sudah lapar sekali tinggal hap,2026-03-17,Positif
Gacoan Margo,4 tahun lalu,2026-04-17,"Rasa makanannya enak banget, tried es pocong and it tasted really good, udang keju dan pangsit gorengnya super crunchy dan enak. But, sadly the place is too hot, and their staff not really helps a lot too. …",rasa makanannya enak sekali tried es pocong and it tasted really good udang keju dan pangsit gorengnya super crunchy dan enak but sadly the place is too hot and their staff not really helps lot too,2022-04-17,Positif
Gacoan Margo,2 tahun lalu,2026-04-17,Sudah 2x pesan makanan dengan ambil sendiri lewat aplikasi online Meskipun ambil sendiri tapi yang sangat di sayangkan tetap mesti ke kasir untuk mengambil no antrian …,sudah 2x pesan makanan dengan ambil sendiri lewat aplikasi online meskipun ambil sendiri tapi yang sangat di sayangkan tetap mesti ke kasir untuk mengambil no antrian,2024-04-17,Negatif
